name,weat_es_hatespeech_gender,rnsb_hatespeech_gender,precision_diff,recall_diff,f1_diff,precision_diff_strict,recall_diff_strict,f1_diff_strict
original1,0.3705964238237563,0.039005440215236054,-0.0031908831908832314,-0.03613348576215858,-0.0193881792607411,0.006407115667282248,-0.09957228400342166,-0.04912507171543312
original2,0.3705964238237563,0.039005440215236054,0.008205844210693702,-0.0345517458045711,-0.01457282576090524,0.05797993184399841,-0.06145423438836617,-0.011401074216800144
original3,0.3705964238237563,0.039005440215236054,0.004262557781201881,-0.028861845377828543,-0.013321718339488253,0.038326053261941606,-0.06172797262617624,-0.019664039487302
original4,0.3705964238237563,0.039005440215236054,0.0021726239889945376,-0.02230580596741405,-0.010581794039271397,0.024118567614839437,-0.07969204448246359,-0.03558753943217674
original5,0.3705964238237563,0.039005440215236054,0.004459706959706988,-0.03304200228643239,-0.014743192291579388,0.05403911564625852,-0.06309666381522672,-0.010883811043364333
original6,0.3705964238237563,0.039005440215236054,0.006673137587964173,-0.020549529186920212,-0.007530130769703769,0.056719717064544595,-0.051120615911035006,-0.0040828173374612975
original7,0.3705964238237563,0.039005440215236054,-0.002315060177110473,-0.02339447940029149,-0.013384347507331307,0.03833245009715602,-0.033430282292557734,-0.002109133126934948
original8,0.3705964238237563,0.039005440215236054,0.010269931909067997,-0.029219645864786314,-0.009785932721712687,0.048641232185536065,-0.08023952095808384,-0.024112239961296522
original9,0.3705964238237563,0.039005440215236054,-0.0010103867760579144,-0.032398397751965735,-0.016929423116076148,0.021770134228187854,-0.0807869974337041,-0.03477177483293692
original10,0.3705964238237563,0.039005440215236054,0.005637994634473453,-0.016727172765274245,-0.005910569678191702,0.02300667369160514,-0.07425149700598799,-0.03175062449967703
db_hatespeech_gender_debias_0.0,-0.6636159663777833,-0.1188017230829792,0.009020466106707703,-0.043420398118492964,-0.01880971406733145,0.0374713958810069,-0.08485885372112911,-0.03393191583122179
db_hatespeech_gender_debias_0.1,-0.6200810653560724,-0.1256057712622572,0.007170772559145777,-0.029839251586103344,-0.012576968426568857,0.03826086956521746,-0.07288280581693751,-0.02697009705606679
db_hatespeech_gender_debias_0.2,-0.4733085061713127,-0.10023092776577491,0.008423747409484372,-0.032040597265007964,-0.012939692919922141,0.03165255796834754,-0.06227544910179639,-0.022318171960331812
db_hatespeech_gender_debias_0.3,-0.44031694189640086,-0.10414549842447363,0.011677804432972394,-0.027105568597334817,-0.009027182938554423,0.030671456203371084,-0.08568006843455944,-0.0362395993532868
db_hatespeech_gender_debias_0.4,-0.4569410756861798,-0.09412558915293441,-0.005548755609955158,-0.020350993550864338,-0.013092161546333636,0.03983693897319984,-0.06364414029084686,-0.01618015012510432
db_hatespeech_gender_debias_0.5,-0.24165111647878262,-0.060143813021389644,-0.006787252368647634,-0.033264536735637784,-0.020368540553000858,0.05120821334668835,-0.08051325919589392,-0.021193299454168923
db_hatespeech_gender_debias_0.6,0.017020286046590973,-0.02041797355567404,0.004228535886855345,-0.034353210168515336,-0.015660252156602716,0.036483383162182026,-0.06309666381522672,-0.019208649643432496
db_hatespeech_gender_debias_0.7,-0.015437346917431429,-0.02576265796801125,0.006237312512328508,-0.02119313372138687,-0.008410991636798149,0.02500810447830315,-0.062001710863986315,-0.02515723270440251
db_hatespeech_gender_debias_0.8,0.07981665944135154,-0.0016680477981140251,0.0008636377656457972,-0.014279293824014494,-0.007339200122930767,0.02684729064039404,-0.04349016253207871,-0.014774114774114722
db_hatespeech_gender_debias_0.9,0.20187932485189028,0.01741409656145354,0.006016619900712228,-0.03195332885355484,-0.013253260169136638,0.029576746557878675,-0.07534644995722839,-0.028604531899940944
db_hatespeech_gender_overbias_0.0,0.9188956165997159,0.15660748853901052,0.009648334260037195,-0.03488554747837924,-0.013915302676019703,0.044924812030075256,-0.06771599657827199,-0.020361247947454864
db_hatespeech_gender_overbias_0.1,0.9602291323505476,0.14618461451511916,0.000652135293337186,-0.029330913089389066,-0.01456603104998555,0.03824451410658314,-0.11616766467065864,-0.04668674698795161
db_hatespeech_gender_overbias_0.2,0.9442135035804996,0.14434112675384475,0.0006553876922245072,-0.028019705207306123,-0.013910067732898379,0.0239320427999673,-0.046501283147989736,-0.014414380815633843
db_hatespeech_gender_overbias_0.3,0.6439166033918047,0.10516285286085476,-0.003353125420341607,-0.019015786855631878,-0.011567193417040711,0.006201406886338301,-0.04431137724550893,-0.022963951935914717
